customer_id,frequency,monetary,recency_days,cluster,cluster_label
12438.0,2,2906.85,4917,1,Regular Shoppers
12439.0,2,1158.18,5585,0,Dormant Customers
12440.0,2,859.2,5365,0,Dormant Customers
12441.0,1,347.09999999999997,5269,0,Dormant Customers
12442.0,1,172.06,4906,1,Regular Shoppers
12443.0,1,485.31000000000006,5635,0,Dormant Customers
12444.0,5,5005.46,4924,1,Regular Shoppers
12445.0,2,434.98,4925,1,Regular Shoppers
12446.0,1,1002.31,4960,1,Regular Shoppers
12447.0,1,476.48999999999995,5146,1,Regular Shoppers
12448.0,1,449.45000000000005,4947,1,Regular Shoppers
12449.0,6,4835.890000000001,4925,1,Regular Shoppers
12450.0,5,688.2,5059,1,Regular Shoppers
12451.0,8,12669.879999999996,4913,1,Regular Shoppers
12452.0,2,430.57000000000005,4919,1,Regular Shoppers
12453.0,1,707.09,5037,1,Regular Shoppers
12454.0,5,16679.78,4959,1,Regular Shoppers
12455.0,10,5879.950000000001,4976,1,Regular Shoppers
12456.0,3,3181.0399999999986,4947,1,Regular Shoppers
12457.0,8,2995.9099999999994,4969,1,Regular Shoppers
12458.0,4,1777.4899999999993,4974,1,Regular Shoppers
12459.0,1,454.3599999999999,5508,0,Dormant Customers
12460.0,1,326.65,5359,0,Dormant Customers
12461.0,2,826.8800000000001,4997,1,Regular Shoppers
12462.0,2,1189.5900000000001,4921,1,Regular Shoppers
12463.0,4,1344.78,4956,1,Regular Shoppers
12464.0,8,1212.0499999999997,4913,1,Regular Shoppers
12465.0,2,742.1900000000004,4920,1,Regular Shoppers
12466.0,1,56.73,5585,0,Dormant Customers
12467.0,1,132.8,5326,0,Dormant Customers
12468.0,5,3670.7400000000002,5090,1,Regular Shoppers
12469.0,2,3070.539999999998,5425,0,Dormant Customers
12470.0,1,211.95000000000002,5592,0,Dormant Customers
12471.0,79,39963.79000000002,4905,1,Regular Shoppers
12472.0,19,17880.590000000037,4935,1,Regular Shoppers
12473.0,5,3938.55,4932,1,Regular Shoppers
12474.0,31,12424.449999999999,4920,1,Regular Shoppers
12475.0,2,1149.6400000000003,4956,1,Regular Shoppers
12476.0,23,14115.410000000007,4918,1,Regular Shoppers
12477.0,9,20276.36999999999,4925,1,Regular Shoppers
12478.0,1,680.99,4906,1,Regular Shoppers
12479.0,1,527.2,4914,1,Regular Shoppers
12480.0,7,5464.8499999999985,4931,1,Regular Shoppers
12481.0,15,12361.389999999992,4925,1,Regular Shoppers
12482.0,29,23691.399999999987,5479,0,Dormant Customers
12483.0,19,5120.579999999998,4920,1,Regular Shoppers
12484.0,12,6370.149999999998,4935,1,Regular Shoppers
12485.0,1,708.1000000000001,5432,0,Dormant Customers
12486.0,1,1037.28,5334,0,Dormant Customers
12487.0,1,285.29999999999995,5633,0,Dormant Customers
12488.0,3,1298.6600000000003,4912,1,Regular Shoppers
12489.0,1,334.93000000000006,5239,0,Dormant Customers
12490.0,21,9823.639999999989,4908,1,Regular Shoppers
12491.0,1,460.40000000000003,4941,1,Regular Shoppers
12492.0,3,715.2100000000003,4966,1,Regular Shoppers
12493.0,2,433.74,5068,1,Regular Shoppers
12494.0,9,1872.8700000000006,4918,1,Regular Shoppers
12495.0,1,357.4,5543,0,Dormant Customers
12496.0,2,54.09,5523,0,Dormant Customers
12497.0,3,6248.5,4984,1,Regular Shoppers
12498.0,3,403.7,4924,1,Regular Shoppers
12499.0,1,393.7199999999999,5463,0,Dormant Customers
12500.0,19,5955.210000000002,4926,1,Regular Shoppers
12501.0,1,2169.389999999999,5239,0,Dormant Customers
12502.0,5,3723.8700000000013,4998,1,Regular Shoppers
12503.0,1,1126.0,5487,0,Dormant Customers
12504.0,4,779.05,4921,1,Regular Shoppers
12505.0,1,955.1999999999999,5311,0,Dormant Customers
12506.0,1,73.50000000000003,5135,1,Regular Shoppers
12507.0,4,1844.0600000000004,5037,1,Regular Shoppers
12508.0,2,398.27,4929,1,Regular Shoppers
12509.0,1,176.5,5187,0,Dormant Customers
12510.0,9,5178.0199999999995,5045,1,Regular Shoppers
12511.0,1,3084.0200000000004,5331,0,Dormant Customers
12512.0,2,138.03000000000006,4969,1,Regular Shoppers
12513.0,1,612.29,5015,1,Regular Shoppers
12514.0,2,1597.7600000000002,5170,0,Dormant Customers
12515.0,1,383.69999999999993,5256,0,Dormant Customers
12516.0,4,2648.620000000001,4980,1,Regular Shoppers
12517.0,5,2502.8399999999992,4931,1,Regular Shoppers
12518.0,5,2056.89,4903,1,Regular Shoppers
12519.0,2,726.5400000000001,4966,1,Regular Shoppers
12520.0,5,2634.2599999999998,4982,1,Regular Shoppers
12521.0,1,599.68,5045,1,Regular Shoppers
12522.0,2,192.72000000000003,4942,1,Regular Shoppers
12523.0,23,4372.149999999997,4922,1,Regular Shoppers
12524.0,17,11126.110000000006,4912,1,Regular Shoppers
12525.0,3,973.7299999999999,5401,0,Dormant Customers
12526.0,3,1316.6600000000003,4903,1,Regular Shoppers
12527.0,5,735.5100000000001,4984,1,Regular Shoppers
12528.0,6,1933.480000000001,4912,1,Regular Shoppers
12529.0,1,316.47999999999996,5431,0,Dormant Customers
12530.0,9,3759.2599999999984,4962,1,Regular Shoppers
12531.0,2,1933.2000000000007,4917,1,Regular Shoppers
12532.0,1,349.83,4933,1,Regular Shoppers
12533.0,2,1367.8899999999996,5530,0,Dormant Customers
12534.0,1,1089.1799999999996,5033,1,Regular Shoppers
12535.0,2,716.3499999999999,4994,1,Regular Shoppers
12536.0,3,12601.82999999999,4946,1,Regular Shoppers
12537.0,1,732.9399999999999,5311,0,Dormant Customers
12538.0,2,640.4499999999999,4932,1,Regular Shoppers
12539.0,7,11214.750000000011,4925,1,Regular Shoppers
12540.0,33,22254.49000000004,4922,1,Regular Shoppers
12541.0,3,981.1800000000003,4932,1,Regular Shoppers
12542.0,2,481.8799999999999,5387,0,Dormant Customers
12543.0,1,980.2500000000002,5351,0,Dormant Customers
12544.0,1,372.70000000000005,4939,1,Regular Shoppers
12545.0,2,1000.3900000000001,4978,1,Regular Shoppers
12546.0,2,1161.500000000001,4949,1,Regular Shoppers
12547.0,3,383.58000000000004,5100,1,Regular Shoppers
12548.0,1,95.19999999999999,5069,1,Regular Shoppers
12549.0,6,1575.68,5478,0,Dormant Customers
12550.0,1,964.8299999999996,4982,1,Regular Shoppers
12551.0,1,168.0,5260,0,Dormant Customers
12552.0,2,437.82,4941,1,Regular Shoppers
12553.0,12,4608.750000000002,4911,1,Regular Shoppers
12554.0,1,468.49999999999994,5351,0,Dormant Customers
12555.0,1,129.23,5585,0,Dormant Customers
12556.0,2,603.7099999999997,4953,1,Regular Shoppers
12557.0,8,18716.140000000018,4919,1,Regular Shoppers
12558.0,1,269.96000000000004,4910,1,Regular Shoppers
12559.0,2,561.7099999999999,5213,0,Dormant Customers
12560.0,3,2134.0099999999993,4908,1,Regular Shoppers
12561.0,1,238.85,5205,0,Dormant Customers
12562.0,9,4966.920000000002,4911,1,Regular Shoppers
12563.0,1,249.24,5311,0,Dormant Customers
12564.0,1,456.9000000000001,5164,0,Dormant Customers
12565.0,1,145.92,5191,0,Dormant Customers
12566.0,1,351.65000000000003,4989,1,Regular Shoppers
12567.0,15,13709.859999999997,4925,1,Regular Shoppers
12568.0,1,70.0,5547,0,Dormant Customers
12569.0,32,4124.6900000000005,4905,1,Regular Shoppers
12570.0,1,77.52,5585,0,Dormant Customers
12571.0,2,519.61,4942,1,Regular Shoppers
12572.0,2,1020.4200000000002,4911,1,Regular Shoppers
12573.0,5,717.41,5130,1,Regular Shoppers
12574.0,1,218.45000000000002,5218,0,Dormant Customers
12575.0,2,622.82,5360,0,Dormant Customers
12576.0,8,2142.719999999999,4938,1,Regular Shoppers
12577.0,8,1653.7500000000005,4938,1,Regular Shoppers
12578.0,4,4642.450000000001,4924,1,Regular Shoppers
12579.0,1,440.41999999999996,4981,1,Regular Shoppers
12580.0,2,1052.8999999999996,5149,1,Regular Shoppers
12581.0,1,197.71,4942,1,Regular Shoppers
12582.0,4,1980.3999999999999,5141,1,Regular Shoppers
12583.0,27,14447.43999999998,4905,1,Regular Shoppers
12584.0,9,2338.1500000000005,4906,1,Regular Shoppers
12585.0,2,2040.099999999999,5137,1,Regular Shoppers
12586.0,4,2062.670000000001,4920,1,Regular Shoppers
12587.0,1,144.0,4910,1,Regular Shoppers
12588.0,4,958.7800000000002,4942,1,Regular Shoppers
12589.0,8,4695.66,4931,1,Regular Shoppers
12590.0,2,9864.26,5114,1,Regular Shoppers
12591.0,3,1352.1500000000005,5220,0,Dormant Customers
12592.0,5,2582.66,4995,1,Regular Shoppers
12593.0,3,418.0999999999999,5011,1,Regular Shoppers
12594.0,15,5090.109999999996,4940,1,Regular Shoppers
12595.0,1,299.02,5407,0,Dormant Customers
12596.0,2,618.27,4954,1,Regular Shoppers
12597.0,4,3811.2199999999984,4922,1,Regular Shoppers
12598.0,11,4534.090000000004,4912,1,Regular Shoppers
12599.0,13,2296.72,4932,1,Regular Shoppers
12600.0,21,5043.920000000001,4931,1,Regular Shoppers
12601.0,6,681.26,5092,1,Regular Shoppers
12602.0,1,153.12,4961,1,Regular Shoppers
12603.0,1,739.1999999999999,4924,1,Regular Shoppers
12604.0,2,254.17999999999995,4982,1,Regular Shoppers
12605.0,4,1232.95,5279,0,Dormant Customers
12606.0,1,21.0,5585,0,Dormant Customers
12607.0,1,1579.510000000001,4963,1,Regular Shoppers
12608.0,1,415.78999999999996,5307,0,Dormant Customers
12609.0,9,3435.8599999999997,4981,1,Regular Shoppers
12610.0,5,2099.540000000001,4925,1,Regular Shoppers
12611.0,1,1193.3199999999997,4955,1,Regular Shoppers
12612.0,1,704.04,4977,1,Regular Shoppers
12613.0,10,6835.070000000004,4960,1,Regular Shoppers
12614.0,1,315.59999999999997,5180,0,Dormant Customers
12615.0,8,5740.9800000000005,4905,1,Regular Shoppers
12616.0,3,1131.0999999999997,4998,1,Regular Shoppers
12617.0,1,355.53,4932,1,Regular Shoppers
12618.0,1,177.30999999999997,4924,1,Regular Shoppers
12619.0,10,3781.3799999999987,4919,1,Regular Shoppers
12620.0,3,1339.41,4917,1,Regular Shoppers
12621.0,35,24775.810000000045,4904,1,Regular Shoppers
12622.0,1,180.10000000000002,5135,1,Regular Shoppers
12623.0,7,3747.84,5179,0,Dormant Customers
12624.0,2,641.13,5009,1,Regular Shoppers
12625.0,4,5164.879999999997,5114,1,Regular Shoppers
12626.0,9,6620.48,4926,1,Regular Shoppers
12627.0,7,4478.5300000000025,4913,1,Regular Shoppers
12628.0,3,786.4599999999999,4907,1,Regular Shoppers
12629.0,2,1558.22,5288,0,Dormant Customers
12630.0,2,1270.8800000000003,4912,1,Regular Shoppers
12631.0,6,3481.569999999998,4960,1,Regular Shoppers
12632.0,2,804.8800000000001,5423,0,Dormant Customers
12633.0,7,5678.160000000003,4961,1,Regular Shoppers
12634.0,2,489.99999999999994,5438,0,Dormant Customers
12635.0,4,2930.410000000003,4992,1,Regular Shoppers
12636.0,1,141.0,5641,0,Dormant Customers
12637.0,12,8340.30999999999,4970,1,Regular Shoppers
12638.0,2,921.4900000000002,4936,1,Regular Shoppers
12639.0,3,1312.37,5141,1,Regular Shoppers
12640.0,3,1174.58,4926,1,Regular Shoppers
12641.0,1,185.89999999999998,5018,1,Regular Shoppers
12642.0,3,1013.2600000000001,4928,1,Regular Shoppers
12643.0,12,8350.420000000002,5031,1,Regular Shoppers
12644.0,4,1918.4900000000007,5032,1,Regular Shoppers
12645.0,8,3539.2999999999997,4936,1,Regular Shoppers
12646.0,2,1346.9699999999996,4907,1,Regular Shoppers
12647.0,36,17924.350000000017,4925,1,Regular Shoppers
12648.0,4,1112.0,5057,1,Regular Shoppers
12649.0,8,2294.65,5010,1,Regular Shoppers
12650.0,1,314.44000000000005,4906,1,Regular Shoppers
12651.0,4,377.7499999999999,5237,0,Dormant Customers
12652.0,2,1017.0300000000003,5234,0,Dormant Customers
12653.0,3,4160.830000000001,5051,1,Regular Shoppers
12654.0,5,601.9799999999999,4913,1,Regular Shoppers
12655.0,1,261.34999999999997,5326,0,Dormant Customers
12656.0,8,6407.829999999996,4920,1,Regular Shoppers
12657.0,4,1643.18,4914,1,Regular Shoppers
12658.0,1,686.05,4921,1,Regular Shoppers
12659.0,1,91.68,4932,1,Regular Shoppers
12660.0,1,245.10000000000002,4914,1,Regular Shoppers
12661.0,1,162.0,5339,0,Dormant Customers
12662.0,20,6988.0199999999995,4903,1,Regular Shoppers
12663.0,2,239.4,5527,0,Dormant Customers
12664.0,11,6070.040000000001,4911,1,Regular Shoppers
12665.0,3,313.59999999999997,5227,0,Dormant Customers
12666.0,1,1248.42,5297,0,Dormant Customers
12667.0,1,620.1299999999999,4961,1,Regular Shoppers
12668.0,10,11444.68000000001,4914,1,Regular Shoppers
12669.0,3,2744.0300000000007,5053,1,Regular Shoppers
12670.0,7,3760.2900000000013,4913,1,Regular Shoppers
12671.0,1,2622.4810000000007,5509,0,Dormant Customers
12672.0,2,437.04999999999995,5232,0,Dormant Customers
12673.0,3,1230.0199999999998,4908,1,Regular Shoppers
12674.0,4,1970.6000000000004,4941,1,Regular Shoppers
12675.0,2,958.5000000000001,5456,0,Dormant Customers
12676.0,11,2843.0900000000024,4927,1,Regular Shoppers
12677.0,2,395.1,5458,0,Dormant Customers
12678.0,21,34281.180000000015,4945,1,Regular Shoppers
12679.0,4,1113.02,4961,1,Regular Shoppers
12680.0,4,880.81,4903,1,Regular Shoppers
12681.0,45,30868.280000000006,4917,1,Regular Shoppers
12682.0,52,24033.909999999985,4906,1,Regular Shoppers
12683.0,21,12696.780000000006,4907,1,Regular Shoppers
12684.0,7,2283.6299999999997,4910,1,Regular Shoppers
12685.0,6,2863.08,4931,1,Regular Shoppers
12686.0,1,178.28000000000003,5274,0,Dormant Customers
12687.0,2,2138.9100000000003,5383,0,Dormant Customers
12688.0,1,4873.809999999999,5016,1,Regular Shoppers
12689.0,2,1247.61,4928,1,Regular Shoppers
12690.0,1,389.01000000000005,5108,1,Regular Shoppers
12691.0,7,1170.3999999999996,4931,1,Regular Shoppers
12692.0,1,110.95,5540,0,Dormant Customers
12693.0,7,1703.02,5030,1,Regular Shoppers
12694.0,3,1843.350000000001,4973,1,Regular Shoppers
12695.0,7,1407.1200000000003,4910,1,Regular Shoppers
12696.0,2,851.9100000000001,5337,0,Dormant Customers
12697.0,3,957.5899999999999,4931,1,Regular Shoppers
12698.0,1,339.75,5493,0,Dormant Customers
12699.0,1,638.11,5320,0,Dormant Customers
12700.0,4,4939.990000000002,4910,1,Regular Shoppers
12701.0,6,2446.409999999999,4982,1,Regular Shoppers
12702.0,1,219.00000000000003,4922,1,Regular Shoppers
12703.0,4,1006.5300000000002,4974,1,Regular Shoppers
12704.0,8,2340.84,4910,1,Regular Shoppers
12705.0,14,11762.099999999995,4918,1,Regular Shoppers
12707.0,1,603.4200000000002,5194,0,Dormant Customers
12708.0,18,5314.0999999999985,4932,1,Regular Shoppers
12709.0,34,31093.339999999967,4918,1,Regular Shoppers
12710.0,3,1149.0199999999998,4999,1,Regular Shoppers
12711.0,2,1339.0500000000009,5514,0,Dormant Customers
12712.0,21,7193.659999999997,4931,1,Regular Shoppers
12713.0,1,848.5499999999997,4903,1,Regular Shoppers
12714.0,12,14093.710000000028,4912,1,Regular Shoppers
12715.0,1,353.86,5009,1,Regular Shoppers
12716.0,2,1053.4899999999998,4906,1,Regular Shoppers
12717.0,3,1308.9100000000005,5054,1,Regular Shoppers
12718.0,1,238.25,4974,1,Regular Shoppers
12719.0,2,644.95,4908,1,Regular Shoppers
12720.0,30,8260.669999999996,4905,1,Regular Shoppers
12721.0,8,4013.0799999999986,4934,1,Regular Shoppers
12722.0,4,997.6299999999999,4988,1,Regular Shoppers
12723.0,5,725.0699999999999,4906,1,Regular Shoppers
12724.0,7,2317.5199999999995,4908,1,Regular Shoppers
12725.0,4,2694.5599999999995,5274,0,Dormant Customers
12726.0,11,4014.599999999999,4931,1,Regular Shoppers
12727.0,10,5679.529999999999,4913,1,Regular Shoppers
12728.0,5,1070.1699999999998,4974,1,Regular Shoppers
12729.0,1,453.01,5016,1,Regular Shoppers
12730.0,1,829.25,5424,0,Dormant Customers
12731.0,17,25775.710000000032,4926,1,Regular Shoppers
12732.0,1,236.2600000000001,5082,1,Regular Shoppers
12733.0,4,2424.869999999999,5137,1,Regular Shoppers
12734.0,3,639.65,5255,0,Dormant Customers
12735.0,2,779.5700000000004,5218,0,Dormant Customers
12736.0,1,234.00000000000003,5235,0,Dormant Customers
12737.0,2,3710.5,5401,0,Dormant Customers
12738.0,1,310.6999999999999,5275,0,Dormant Customers
12739.0,4,2726.7300000000005,4981,1,Regular Shoppers
12740.0,1,427.6,4966,1,Regular Shoppers
12741.0,2,406.07000000000005,5432,0,Dormant Customers
12742.0,1,1201.5200000000002,5528,0,Dormant Customers
12743.0,2,546.43,5037,1,Regular Shoppers
12744.0,11,25317.059999999976,4954,1,Regular Shoppers
12745.0,3,925.4100000000001,5389,0,Dormant Customers
12746.0,1,254.54999999999998,5443,0,Dormant Customers
12747.0,26,9276.540000000003,4905,1,Regular Shoppers
12748.0,336,56599.38999999945,4903,2,High-Value Loyalists
12749.0,9,6897.360000000008,4906,1,Regular Shoppers
12750.0,1,275.88,5031,1,Regular Shoppers
12751.0,1,268.27,5347,0,Dormant Customers
12752.0,1,4366.779999999999,4984,1,Regular Shoppers
12753.0,6,21429.389999999996,4925,1,Regular Shoppers
12754.0,3,3010.7400000000002,5138,1,Regular Shoppers
12755.0,11,9030.66,5183,1,Regular Shoppers
12756.0,1,112.07999999999998,4989,1,Regular Shoppers
12757.0,13,7857.0999999999985,4918,1,Regular Shoppers
12758.0,7,9903.240000000002,5019,1,Regular Shoppers
12759.0,8,5020.739999999994,4955,1,Regular Shoppers
12760.0,1,347.8,5358,0,Dormant Customers
12761.0,2,782.9499999999999,5360,0,Dormant Customers
12762.0,2,1898.5200000000007,4910,1,Regular Shoppers
12763.0,2,814.1599999999996,5041,1,Regular Shoppers
12764.0,1,1693.8800000000006,5219,0,Dormant Customers
12765.0,6,1404.5800000000004,5375,0,Dormant Customers
12766.0,9,10068.279999999997,4906,1,Regular Shoppers
12767.0,1,949.8200000000003,5278,0,Dormant Customers
12768.0,1,168.69,5353,0,Dormant Customers
12769.0,1,1143.6000000000001,5141,1,Regular Shoppers
12770.0,2,3246.45,5113,1,Regular Shoppers
12771.0,1,282.3,5388,0,Dormant Customers
12772.0,1,892.47,4962,1,Regular Shoppers
12773.0,1,124.25,5467,0,Dormant Customers
12774.0,1,98.7,5438,0,Dormant Customers
12775.0,7,1686.1200000000003,4920,1,Regular Shoppers
12776.0,1,55.5,5570,0,Dormant Customers
12777.0,1,519.4499999999999,5360,0,Dormant Customers
12778.0,9,1775.680000000001,4922,1,Regular Shoppers
12779.0,14,6722.270000000001,4940,1,Regular Shoppers
12780.0,1,337.40000000000003,5501,0,Dormant Customers
12781.0,2,826.7400000000001,4966,1,Regular Shoppers
12782.0,11,4618.239999999998,4907,1,Regular Shoppers
12783.0,6,2225.91,4905,1,Regular Shoppers
12784.0,3,1804.7499999999998,4912,1,Regular Shoppers
12785.0,3,1100.4,5267,0,Dormant Customers
12786.0,1,728.5,5512,0,Dormant Customers
12787.0,4,862.1800000000002,4912,1,Regular Shoppers
12788.0,4,444.8999999999999,5366,0,Dormant Customers
12789.0,3,273.35,4968,1,Regular Shoppers
12790.0,2,591.85,5095,1,Regular Shoppers
12791.0,6,1056.1100000000001,5276,0,Dormant Customers
12792.0,2,827.01,5159,0,Dormant Customers
12793.0,3,1017.3299999999999,5237,0,Dormant Customers
12794.0,2,860.4100000000001,4956,1,Regular Shoppers
12795.0,1,430.48,4921,1,Regular Shoppers
12796.0,1,381.0,5531,0,Dormant Customers
12797.0,2,806.1100000000002,5268,0,Dormant Customers
12798.0,4,8510.929999999998,4913,1,Regular Shoppers
12799.0,1,219.34999999999997,5432,0,Dormant Customers
12800.0,3,584.2499999999999,5373,0,Dormant Customers
12801.0,1,1071.8200000000002,5403,0,Dormant Customers
12802.0,7,2416.4199999999996,5089,1,Regular Shoppers
12803.0,1,1092.8100000000002,5296,0,Dormant Customers
12804.0,2,327.0199999999998,5368,0,Dormant Customers
12805.0,4,1434.95,5284,0,Dormant Customers
12806.0,4,2878.959999999999,5338,0,Dormant Customers
12807.0,1,330.34999999999997,5286,0,Dormant Customers
12808.0,5,906.0999999999999,4939,1,Regular Shoppers
12809.0,3,1755.94,5080,1,Regular Shoppers
12810.0,2,534.99,5437,0,Dormant Customers
12811.0,5,1033.9,5163,1,Regular Shoppers
12812.0,1,229.64,4947,1,Regular Shoppers
12813.0,3,1687.8000000000002,5404,0,Dormant Customers
12814.0,1,125.92,5004,1,Regular Shoppers
12815.0,2,1063.4600000000003,5050,1,Regular Shoppers
12816.0,2,572.1999999999999,4998,1,Regular Shoppers
12817.0,3,690.98,5184,0,Dormant Customers
12818.0,1,1542.08,5164,0,Dormant Customers
12819.0,1,540.52,5361,0,Dormant Customers
12820.0,11,2689.5200000000027,4906,1,Regular Shoppers
12821.0,2,220.8,5117,1,Regular Shoppers
12822.0,2,948.8800000000001,4973,1,Regular Shoppers
12823.0,18,6501.5,4977,1,Regular Shoppers
12824.0,1,397.11999999999995,4962,1,Regular Shoppers
12825.0,2,518.63,5424,0,Dormant Customers
12826.0,12,2955.750000000002,4905,1,Regular Shoppers
12827.0,3,430.15000000000015,4908,1,Regular Shoppers
12828.0,6,1018.7099999999999,4905,1,Regular Shoppers
12829.0,3,385.29999999999995,5239,0,Dormant Customers
12830.0,6,6814.640000000001,4940,1,Regular Shoppers
12831.0,3,451.11,5165,0,Dormant Customers
12832.0,2,383.03,4935,1,Regular Shoppers
12833.0,1,417.37999999999994,5048,1,Regular Shoppers
12834.0,1,312.38,5185,0,Dormant Customers
12835.0,41,6043.309999999982,5330,0,Dormant Customers
12836.0,15,6585.6199999999935,4962,1,Regular Shoppers
12837.0,2,688.41,5076,1,Regular Shoppers
12838.0,10,3398.4799999999955,4936,1,Regular Shoppers
12839.0,26,10071.729999999983,4905,1,Regular Shoppers
12840.0,7,4041.9700000000016,5046,1,Regular Shoppers
12841.0,40,7540.679999999994,4907,1,Regular Shoppers
12842.0,4,1917.9899999999993,4973,1,Regular Shoppers
12843.0,30,6588.409999999997,4968,1,Regular Shoppers
12844.0,4,648.5999999999999,4932,1,Regular Shoppers
12845.0,4,354.09,5170,0,Dormant Customers
12846.0,1,15.58,5585,0,Dormant Customers
12847.0,2,1636.9,4925,1,Regular Shoppers
12848.0,1,208.00000000000003,5578,0,Dormant Customers
